question,scam_score,is_scam,timestamp,user_id,upvotes,category
Can I really earn $10000 per day with this 90 system?,79.97391427973727,1,2025-04-23 16:13:58.925912,user_1851,5,investment
"Someone offered me a $10000 opportunity, should I invest?",66.54791705197772,1,2024-09-20 16:13:58.925926,user_3586,0,investment
Is this $5000 investment that promises 30% returns legitimate?,69.56107881782518,1,2025-02-22 16:13:58.925940,user_5925,2,investment
Can I really earn $10000 per day with this 30 system?,77.61158139590093,1,2024-10-05 16:13:58.925953,user_9617,4,investment
Can I really earn quick money per day with this 7 system?,70.52428658961998,1,2025-02-11 16:13:58.925966,user_8175,1,investment
Is this $1000 investment that promises 90% returns legitimate?,86.2968729631797,1,2025-01-08 16:13:58.925980,user_4452,2,investment
"Someone offered me a $5000 opportunity, should I invest?",79.42419682839305,1,2024-10-23 16:13:58.925995,user_7643,4,investment
How can I make quick money in 7 days with this affiliate marketing strategy?,82.71850539635268,1,2024-09-28 16:13:58.926009,user_3417,1,investment
Can I really earn $10000 per day with this 90 system?,66.54596370587944,1,2025-06-08 16:13:58.926023,user_8921,5,investment
Can I really earn quick money per day with this 90 system?,93.38052110657662,1,2025-07-25 16:13:58.926049,user_5664,5,investment
"Someone offered me a $5000 opportunity, should I invest?",90.0784743846434,1,2025-01-03 16:13:58.926067,user_1342,0,investment
Is $5000 trading bot that guarantees 30% profit real?,76.51689329858681,1,2025-04-03 16:13:58.926081,user_6745,3,investment
"Someone offered me a $10000 opportunity, should I invest?",73.09942291221537,1,2025-04-02 16:13:58.926094,user_6517,0,investment
Can I really earn $1000 per day with this 90 system?,77.7318562160958,1,2025-07-27 16:13:58.926107,user_8980,0,investment
Is this quick money investment that promises 30% returns legitimate?,89.67024382569457,1,2024-12-25 16:13:58.926121,user_8323,4,investment
Is this $5000 investment that promises 7% returns legitimate?,60.836109158186645,1,2025-06-04 16:13:58.926137,user_9321,5,investment
Is $10000 trading bot that guarantees 90% profit real?,74.25929683508255,1,2025-01-30 16:13:58.926151,user_6968,4,investment
Is $5000 trading bot that guarantees 30% profit real?,95.0,1,2025-03-08 16:13:58.926164,user_8468,4,investment
Is $10000 trading bot that guarantees 90% profit real?,86.54184300802983,1,2025-06-20 16:13:58.926177,user_5242,1,investment
Is this $1000 investment that promises 90% returns legitimate?,80.85102578477309,1,2025-01-02 16:13:58.926190,user_2698,5,investment
Can I really earn $10000 per day with this 30 system?,80.52520227662232,1,2025-02-28 16:13:58.926204,user_2949,3,investment
Can I really earn $10000 per day with this 30 system?,77.79224759982378,1,2025-05-07 16:13:58.926217,user_8773,5,investment
Is this $5000 investment that promises 7% returns legitimate?,83.01755845952125,1,2025-07-14 16:13:58.926231,user_9579,4,investment
Is $10000 trading bot that guarantees 7% profit real?,84.03307104248351,1,2025-06-26 16:13:58.926245,user_4422,4,investment
Is this quick money investment that promises 30% returns legitimate?,70.72429599237168,1,2025-05-11 16:13:58.926258,user_8399,0,investment
Is $10000 trading bot that guarantees 30% profit real?,78.85063198481905,1,2025-09-03 16:13:58.926270,user_1095,2,investment
How can I make $10000 in 90 days with this affiliate marketing strategy?,65.91838211010602,1,2025-07-01 16:13:58.926284,user_5548,2,investment
Is $10000 trading bot that guarantees 7% profit real?,85.71491877842543,1,2024-12-06 16:13:58.926297,user_7850,5,investment
Is $1000 trading bot that guarantees 30% profit real?,74.54698990885723,1,2025-05-31 16:13:58.926311,user_9929,0,investment
Can I really earn $10000 per day with this 7 system?,86.02157379670767,1,2024-11-14 16:13:58.926326,user_5042,2,investment
Is $10000 trading bot that guarantees 30% profit real?,78.69105956299691,1,2024-10-22 16:13:58.926340,user_3633,3,investment
Is this $1000 investment that promises 90% returns legitimate?,70.95184190323356,1,2025-04-07 16:13:58.926354,user_2741,0,investment
Can I really earn $10000 per day with this 30 system?,91.76580668793027,1,2025-04-09 16:13:58.926367,user_5423,2,investment
Is this $10000 investment that promises 90% returns legitimate?,95.0,1,2025-01-12 16:13:58.926380,user_5481,0,investment
How can I make $10000 in 30 days with this pump and dump strategy?,89.68558650199701,1,2024-10-12 16:13:58.926396,user_1227,2,investment
Is $1000 trading bot that guarantees 30% profit real?,62.184464824682834,1,2025-03-07 16:13:58.926412,user_5767,0,investment
Can I really earn $1000 per day with this 90 system?,71.79114200644176,1,2025-03-08 16:13:58.926425,user_1720,3,investment
Is $10000 trading bot that guarantees 30% profit real?,67.76082714330657,1,2025-09-02 16:13:58.926439,user_2725,1,investment
Can I really earn quick money per day with this 7 system?,60.970421630297565,1,2025-01-16 16:13:58.926452,user_2165,5,investment
Is this $5000 investment that promises 30% returns legitimate?,85.51740622110468,1,2025-08-11 16:13:58.926466,user_3944,5,investment
How can I make quick money in 7 days with this binary options strategy?,87.62346637931685,1,2024-12-11 16:13:58.926479,user_6581,3,investment
Is $10000 trading bot that guarantees 7% profit real?,95.0,1,2025-02-17 16:13:58.926493,user_1730,2,investment
Is this $1000 investment that promises 30% returns legitimate?,83.65265040409658,1,2024-11-04 16:13:58.926509,user_5303,1,investment
How can I make $1000 in 30 days with this limited time offer strategy?,65.35805534910489,1,2024-10-09 16:13:58.926522,user_7225,4,investment
"Someone offered me a $5000 opportunity, should I invest?",80.4517536581005,1,2024-11-13 16:13:58.926536,user_8240,4,investment
Is this $1000 investment that promises 90% returns legitimate?,67.5017131992134,1,2024-10-11 16:13:58.926551,user_4773,1,investment
Can I really earn $5000 per day with this 30 system?,73.16398085649016,1,2025-01-31 16:13:58.926564,user_2179,5,investment
Is $10000 trading bot that guarantees 30% profit real?,82.19330205754642,1,2025-02-15 16:13:58.926578,user_4649,4,investment
How can I make $1000 in 7 days with this pyramid scheme strategy?,71.74231784410314,1,2024-10-26 16:13:58.926591,user_8660,0,investment
Can I really earn $10000 per day with this 7 system?,87.47707600821484,1,2025-08-09 16:13:58.926605,user_7002,5,investment
Is $1000 trading bot that guarantees 90% profit real?,73.75568827169091,1,2025-07-11 16:13:58.926618,user_8372,1,investment
"Someone offered me a $10000 opportunity, should I invest?",79.27668423938704,1,2025-04-13 16:13:58.926631,user_1442,5,investment
Is $1000 trading bot that guarantees 7% profit real?,87.74225855994075,1,2025-03-03 16:13:58.926646,user_6931,3,investment
Is quick money trading bot that guarantees 30% profit real?,75.01096502194429,1,2025-09-04 16:13:58.926659,user_8018,5,investment
"Someone offered me a $1000 opportunity, should I invest?",94.83296740274255,1,2024-11-20 16:13:58.926674,user_3839,5,investment
Is $10000 trading bot that guarantees 7% profit real?,89.88380617928284,1,2025-08-18 16:13:58.926688,user_2021,1,investment
Is quick money trading bot that guarantees 90% profit real?,89.91296407307468,1,2025-08-21 16:13:58.926702,user_3945,3,investment
"Someone offered me a quick money opportunity, should I invest?",75.76062778242625,1,2025-02-08 16:13:58.926716,user_7539,0,investment
Is this $5000 investment that promises 7% returns legitimate?,81.66175738757204,1,2025-06-01 16:13:58.926730,user_2608,2,investment
How can I make $1000 in 30 days with this risk-free strategy?,60.13047396171005,1,2025-01-25 16:13:58.926746,user_2412,0,investment
Is quick money trading bot that guarantees 90% profit real?,68.893871432581,1,2025-09-06 16:13:58.926760,user_5664,4,investment
Is $1000 trading bot that guarantees 7% profit real?,73.68330436006438,1,2025-08-20 16:13:58.926773,user_4238,5,investment
How can I make $10000 in 30 days with this mlm strategy?,94.33543472194998,1,2025-09-14 16:13:58.926788,user_5165,2,investment
Can I really earn $10000 per day with this 30 system?,81.60646892745696,1,2025-04-03 16:13:58.926801,user_4705,2,investment
How can I make $1000 in 7 days with this binary options strategy?,72.32673875930098,1,2024-11-29 16:13:58.926814,user_9414,3,investment
Is $10000 trading bot that guarantees 90% profit real?,78.63081005220208,1,2024-12-25 16:13:58.926828,user_9949,5,investment
How can I make $10000 in 7 days with this mlm strategy?,74.93197989223141,1,2025-04-27 16:13:58.926842,user_5707,4,investment
Is $10000 trading bot that guarantees 30% profit real?,78.59260062316555,1,2025-06-14 16:13:58.926855,user_2415,5,investment
"Someone offered me a $5000 opportunity, should I invest?",82.14267622338973,1,2025-02-21 16:13:58.926868,user_5002,1,investment
Is $1000 trading bot that guarantees 90% profit real?,82.4324957647092,1,2024-11-30 16:13:58.926884,user_4316,4,investment
Can I really earn quick money per day with this 30 system?,84.45553139947741,1,2025-05-19 16:13:58.926897,user_4512,0,investment
"Someone offered me a $1000 opportunity, should I invest?",84.11377310817858,1,2025-05-30 16:13:58.926911,user_1363,1,investment
How can I make $5000 in 90 days with this risk-free strategy?,65.71282785534517,1,2025-03-27 16:13:58.926925,user_8609,1,investment
How can I make quick money in 30 days with this risk-free strategy?,80.68270333754616,1,2025-07-25 16:13:58.926938,user_3795,2,investment
Can I really earn quick money per day with this 90 system?,78.09448043368373,1,2024-11-29 16:13:58.926956,user_8428,2,investment
"Someone offered me a $10000 opportunity, should I invest?",78.40089239704835,1,2025-06-07 16:13:58.926970,user_3038,5,investment
Can I really earn $1000 per day with this 90 system?,73.46449498410136,1,2025-07-24 16:13:58.926983,user_8191,2,investment
How can I make $5000 in 90 days with this limited time offer strategy?,85.6361836121458,1,2025-05-15 16:13:58.926997,user_2145,5,investment
"Someone offered me a quick money opportunity, should I invest?",60.0,1,2024-10-16 16:13:58.927010,user_9874,5,investment
Is this quick money investment that promises 30% returns legitimate?,83.13617900015936,1,2025-07-31 16:13:58.927023,user_2817,1,investment
"Someone offered me a quick money opportunity, should I invest?",83.20000876652823,1,2025-06-08 16:13:58.927036,user_5849,0,investment
"Someone offered me a quick money opportunity, should I invest?",89.61921192911977,1,2025-08-12 16:13:58.927050,user_9072,0,investment
"Someone offered me a quick money opportunity, should I invest?",94.14219049691414,1,2024-12-09 16:13:58.927063,user_2507,2,investment
Can I really earn $10000 per day with this 30 system?,60.0,1,2025-08-15 16:13:58.927076,user_1609,3,investment
Can I really earn $1000 per day with this 7 system?,78.37104334619313,1,2025-06-25 16:13:58.927090,user_9372,1,investment
Is quick money trading bot that guarantees 7% profit real?,95.0,1,2024-12-25 16:13:58.927103,user_9231,3,investment
Can I really earn $5000 per day with this 7 system?,72.25896620928256,1,2025-05-03 16:13:58.927125,user_8580,3,investment
Can I really earn $5000 per day with this 7 system?,89.13790773565822,1,2024-11-14 16:13:58.927139,user_3754,3,investment
Is this $10000 investment that promises 7% returns legitimate?,82.41738471808495,1,2024-11-03 16:13:58.927152,user_5740,5,investment
Is this $10000 investment that promises 30% returns legitimate?,62.01542531754299,1,2025-08-17 16:13:58.927167,user_1681,2,investment
How can I make quick money in 30 days with this limited time offer strategy?,86.43194254546843,1,2025-02-16 16:13:58.927180,user_9640,0,investment
Can I really earn $5000 per day with this 90 system?,82.81248038662032,1,2024-12-28 16:13:58.927194,user_7929,0,investment
Is $1000 trading bot that guarantees 90% profit real?,65.76064554467685,1,2025-07-25 16:13:58.927208,user_3814,3,investment
Can I really earn quick money per day with this 30 system?,81.00936204824272,1,2025-03-09 16:13:58.927222,user_9887,5,investment
Can I really earn $5000 per day with this 30 system?,90.77847892988478,1,2024-10-30 16:13:58.927238,user_3600,1,investment
How can I make $1000 in 7 days with this network marketing strategy?,82.64451947739371,1,2025-04-25 16:13:58.927251,user_3041,1,investment
"Someone offered me a quick money opportunity, should I invest?",72.93488481956717,1,2025-06-14 16:13:58.927265,user_8776,3,investment
How can I make quick money in 30 days with this cryptocurrency scam strategy?,69.26552349029724,1,2024-12-22 16:13:58.927277,user_6072,0,investment
Can I really earn $1000 per day with this 7 system?,89.59330972452655,1,2024-09-23 16:13:58.927293,user_3677,5,investment
Is $5000 trading bot that guarantees 7% profit real?,73.80622887705485,1,2025-05-24 16:13:58.927306,user_6544,1,investment
How can I make $1000 in 30 days with this guaranteed returns strategy?,66.5109480761601,1,2024-12-25 16:13:58.927319,user_3653,5,investment
Is this $10000 investment that promises 7% returns legitimate?,88.3522381389143,1,2024-12-29 16:13:58.927332,user_4779,0,investment
Is this $1000 investment that promises 30% returns legitimate?,85.60616659897656,1,2024-11-05 16:13:58.927346,user_1431,5,investment
Is this $1000 investment that promises 90% returns legitimate?,79.75942318492966,1,2024-12-31 16:13:58.927359,user_5579,0,investment
How can I make $1000 in 7 days with this ponzi strategy?,74.16661847862308,1,2024-12-03 16:13:58.927372,user_6291,3,investment
"Someone offered me a $5000 opportunity, should I invest?",77.3856230314596,1,2025-05-23 16:13:58.927390,user_4054,0,investment
"Someone offered me a $10000 opportunity, should I invest?",77.07436167107815,1,2025-09-04 16:13:58.927404,user_6534,0,investment
Is this quick money investment that promises 30% returns legitimate?,79.82791404951344,1,2025-01-02 16:13:58.927417,user_8999,0,investment
Is quick money trading bot that guarantees 90% profit real?,66.75595791756768,1,2024-11-20 16:13:58.927431,user_6179,1,investment
